Gene	Transcript	Num_HC_uORFs	Num_HC_oORFs	Possible_uAUG_creating_SNVs	Possible_stop_removing_SNVs	HC_uAUG_creating_SNVs	HC_stop_removing_SNVs	LOEUF	ClinGen_haplo_score	ClinVar_HC_pathogenic_LoFs	Gene_class	Gene_likelihood
SLC16A8	ENST00000320521	0	0	13	0	9	0	1.2800e+00	NA	0	6	Moderate
FAM65C	ENST00000327979	3	1	47	21	12	5	1.0460e+00	NA	0	3	Low
ITGB3	ENST00000559488	0	0	2	0	1	0	5.1900e-01	0	0	6	Moderate
TCEA3	ENST00000450454	0	0	8	0	2	0	7.3000e-01	NA	0	6	Moderate
CEP152	ENST00000380950	1	0	24	8	2	0	8.2400e-01	NA	0	8	High
CLIP1	ENST00000540338	0	0	6	0	4	0	3.3100e-01	NA	0	7	High
NUDT5	ENST00000491614	0	0	55	8	5	0	8.8000e-01	NA	0	6	Moderate
ATP5C1	ENST00000356708	0	0	9	0	4	0	8.1200e-01	NA	0	6	Moderate
UBP1	ENST00000283629	2	0	44	16	10	8	8.8000e-02	NA	0	7	High
TTPAL	ENST00000372904	0	0	17	0	6	0	6.6500e-01	NA	0	6	Moderate
RBM27	ENST00000265271	1	0	22	8	5	0	2.0600e-01	NA	0	7	High
FLJ45079	ENST00000374983	1	1	22	8	12	8	NA	NA	0	3	Low
ZNF282	ENST00000262085	0	1	9	0	8	0	4.6900e-01	NA	0	3	Low
ZNF222	ENST00000391960	0	0	1	0	1	0	1.7460e+00	NA	0	5	Low
FAM160B2	ENST00000289921	0	0	1	0	1	0	7.7500e-01	NA	0	6	Moderate
COL10A1	ENST00000327673	4	0	72	34	2	8	9.4500e-01	NA	0	6	Moderate
ANAPC15	ENST00000227618	1	0	27	8	5	0	7.7500e-01	NA	0	6	Moderate
PRDM15	ENST00000269844	0	0	6	0	1	0	4.5500e-01	NA	0	6	Moderate
FAM9C	ENST00000333995	0	0	15	0	7	0	1.9390e+00	NA	0	5	Low
GNG13	ENST00000248150	0	0	12	0	4	0	1.9460e+00	NA	0	5	Low
F12	ENST00000253496	0	0	9	0	7	0	7.7500e-01	NA	0	6	Moderate
CPXCR1	ENST00000276127	1	0	43	13	2	0	NA	NA	0	6	Moderate
SUPT6H	ENST00000314616	2	0	25	16	6	0	8.7000e-02	NA	0	7	High
GSK3A	ENST00000222330	0	0	10	0	7	0	1.2800e-01	NA	0	7	High
AC015989.1	ENST00000400312	0	0	0	0	0	0	1.8400e+00	NA	0	0	Unknown
PI16	ENST00000373674	0	0	53	0	21	0	1.3130e+00	NA	0	6	Moderate
ELL2	ENST00000237853	1	0	29	21	0	13	2.4400e-01	NA	0	7	High
NTN5	ENST00000270235	0	0	16	0	3	0	1.7390e+00	NA	0	5	Low
PVRL3	ENST00000485303	0	0	20	0	10	0	3.6600e-01	NA	0	7	High
ADAM20	ENST00000256389	2	0	37	16	3	8	NA	NA	0	6	Moderate
TMEM199	ENST00000292114	0	0	4	0	0	0	1.4600e+00	NA	0	2	Low
GPR89A	ENST00000313835	1	0	19	8	13	8	1.4850e+00	NA	0	6	Moderate
GPR87	ENST00000260843	4	0	64	45	3	0	1.4480e+00	NA	0	6	Moderate
ZNF30	ENST00000439785	2	0	53	24	6	0	1.7550e+00	NA	0	5	Low
ZNF770	ENST00000356321	2	0	50	24	8	8	2.7500e-01	NA	0	7	High
SMR3B	ENST00000304915	0	0	23	0	8	0	1.7370e+00	NA	0	5	Low
TRPC4AP	ENST00000252015	0	0	9	0	4	0	3.6700e-01	NA	0	7	High
AGAP1	ENST00000304032	3	0	20	8	0	0	2.3100e-01	NA	0	2	Low
TBC1D29	ENST00000580161	17	2	369	148	8	24	1.6870e+00	NA	0	3	Low
FREM1	ENST00000422223	7	0	123	66	11	13	1.1170e+00	0	0	8	High
LAMA4	ENST00000230538	1	0	53	16	13	0	7.3000e-01	NA	0	6	Moderate
ADPRHL2	ENST00000373178	0	0	3	0	2	0	1.0330e+00	NA	0	6	Moderate
C2ORF15	ENST00000302513	3	0	70	47	6	0	1.8700e+00	NA	0	5	Low
EIF4G2	ENST00000526148	3	0	69	21	7	13	8.5000e-02	NA	0	7	High
ZNF385A	ENST00000338010	0	0	3	0	3	0	5.4900e-01	NA	0	6	Moderate
RPF1	ENST00000370654	0	0	1	0	1	0	1.1920e+00	NA	0	6	Moderate
GUCA1A	ENST00000394237	8	0	97	45	5	0	1.4160e+00	NA	0	6	Moderate
CTNNA2	ENST00000466387	9	0	91	95	1	16	3.7800e-01	NA	0	8	High
NUDT15	ENST00000258662	0	0	18	0	6	0	1.4080e+00	NA	0	6	Moderate
PRAMEF22	ENST00000376187	0	0	0	0	0	0	1.9110e+00	NA	0	0	Unknown
CEPT1	ENST00000545121	0	0	29	0	10	0	2.4400e-01	NA	0	7	High
ZNFX1	ENST00000396105	0	0	26	0	1	0	2.5200e-01	NA	0	7	High
TDRD1	ENST00000251864	0	0	21	0	14	0	1.7500e-01	NA	0	7	High
KCNK5	ENST00000359534	0	0	36	8	3	0	5.3100e-01	NA	0	6	Moderate
CCDC92	ENST00000238156	2	0	25	16	5	0	6.1900e-01	NA	0	6	Moderate
ETNK1	ENST00000266517	0	0	7	0	3	0	3.6000e-01	NA	0	7	High
CEP44	ENST00000457424	1	0	50	8	7	8	1.1600e+00	NA	0	6	Moderate
TEX30	ENST00000376032	1	0	20	13	4	0	1.3130e+00	NA	0	6	Moderate
LTA	ENST00000454783	0	0	24	0	5	0	9.3200e-01	NA	0	6	Moderate
TTPA	ENST00000260116	0	0	1	0	0	0	1.0910e+00	NA	2	2	Low
B3GALNT2	ENST00000366600	0	0	14	0	9	0	8.4300e-01	30	0	6	Moderate
PEX5L	ENST00000467460	0	0	30	0	6	0	4.9000e-01	NA	0	6	Moderate
EPS15L1	ENST00000455140	0	0	4	0	1	0	2.4500e-01	NA	0	7	High
MGEA5	ENST00000361464	0	0	48	0	28	0	3.1600e-01	NA	0	7	High
HIST1H3A	ENST00000357647	0	0	0	0	0	0	1.9720e+00	NA	0	0	Unknown
ING1	ENST00000375774	1	0	66	16	6	8	7.5600e-01	NA	0	6	Moderate
EBLN2	ENST00000533473	5	1	65	42	5	8	NA	NA	0	3	Low
BCAT1	ENST00000539282	0	0	0	0	0	0	1.0220e+00	NA	0	1	Unknown
KBTBD12	ENST00000405109	1	0	51	21	2	5	1.2330e+00	NA	0	6	Moderate
KLK11	ENST00000594768	0	0	30	0	10	0	9.8300e-01	NA	0	6	Moderate
DNER	ENST00000341772	0	0	6	0	2	0	4.3900e-01	NA	0	6	Moderate
MED22	ENST00000491289	3	1	66	24	4	0	1.1750e+00	NA	0	3	Low
ETV6	ENST00000396373	1	0	20	13	6	0	3.1800e-01	NA	0	7	High
TMSB4X	ENST00000380636	8	0	143	66	10	8	1.6730e+00	NA	0	5	Low
CHAC2	ENST00000295304	0	0	5	0	3	0	1.8370e+00	NA	0	5	Low
CD300E	ENST00000328630	0	0	0	0	0	0	9.7300e-01	NA	0	1	Unknown
CEBPB	ENST00000303004	0	0	11	0	6	0	1.0250e+00	NA	0	6	Moderate
ZNF398	ENST00000475153	0	0	24	0	7	0	5.0900e-01	NA	0	6	Moderate
LRCH3	ENST00000334859	0	0	0	0	0	0	8.1200e-01	NA	0	1	Unknown
HMGA1	ENST00000447654	0	0	51	0	8	0	5.0900e-01	NA	0	6	Moderate
CAPN7	ENST00000253693	0	0	20	0	8	0	7.9000e-01	NA	0	6	Moderate
CCL3	ENST00000225245	0	0	7	0	3	0	1.0440e+00	NA	0	6	Moderate
NANOS1	ENST00000425699	0	0	4	0	4	0	1.2220e+00	NA	0	6	Moderate
ZFYVE19	ENST00000355341	2	0	36	16	4	0	1.1430e+00	NA	0	6	Moderate
APITD1	ENST00000602787	1	1	47	13	20	0	1.7060e+00	NA	0	3	Low
SERPINI2	ENST00000476257	4	0	27	16	4	8	1.5310e+00	NA	0	6	Moderate
PARD3	ENST00000374789	1	0	17	8	5	8	3.0600e-01	NA	0	7	High
IRAK4	ENST00000448290	0	0	4	0	3	0	1.0520e+00	30	0	6	Moderate
TTC9	ENST00000256367	1	0	22	5	8	5	9.7500e-01	NA	0	6	Moderate
MYOM3	ENST00000374434	0	0	24	0	6	0	1.1060e+00	NA	0	6	Moderate
MLPH	ENST00000264605	0	0	33	0	10	0	9.0000e-01	30	0	6	Moderate
NRG1	ENST00000356819	1	0	49	8	14	0	2.5800e-01	NA	0	7	High
TBC1D9	ENST00000442267	0	0	11	0	7	0	4.8700e-01	NA	0	6	Moderate
TTK	ENST00000369798	0	0	17	0	6	0	4.6300e-01	NA	0	6	Moderate
DCAF12L1	ENST00000371126	0	0	18	0	10	0	3.0900e-01	NA	0	7	High
ZNF557	ENST00000414706	0	0	67	8	10	0	9.3100e-01	NA	0	6	Moderate
DDX41	ENST00000507955	3	1	56	21	7	5	7.3600e-01	NA	0	3	Low
FANK1	ENST00000368693	0	0	0	0	0	0	1.1800e+00	NA	0	1	Unknown
OR2L3	ENST00000359959	0	0	0	0	0	0	NA	NA	0	0	Unknown
UBE2D2	ENST00000398733	1	0	53	8	3	8	2.8600e-01	NA	0	7	High
PSMB10	ENST00000358514	2	0	48	24	5	8	1.3660e+00	NA	0	6	Moderate
ZBTB49	ENST00000337872	1	1	17	8	0	0	9.0300e-01	NA	0	2	Low
MYH7B	ENST00000262873	0	1	15	8	5	0	9.4400e-01	NA	0	3	Low
GABARAPL2	ENST00000037243	0	0	12	0	2	0	1.5810e+00	NA	0	5	Low
AL033381.1	ENST00000314040	1	1	42	5	4	5	1.9400e+00	NA	0	3	Low
MARVELD2	ENST00000325631	0	0	9	0	4	0	1.1800e+00	30	0	6	Moderate
DGCR2	ENST00000263196	0	1	22	5	6	5	8.8400e-01	NA	0	3	Low
VSIG10	ENST00000359236	0	0	25	0	11	0	8.1700e-01	NA	0	6	Moderate
UNC45A	ENST00000418476	0	0	3	0	2	0	7.3900e-01	NA	0	6	Moderate
MTRNR2L12	ENST00000600213	4	0	119	41	5	0	NA	NA	0	6	Moderate
ZNF683	ENST00000374204	1	1	13	13	4	5	1.3400e+00	NA	0	3	Low
GIT2	ENST00000355312	0	0	0	0	0	0	2.6600e-01	NA	0	0	Unknown
CASK	ENST00000378166	0	0	2	0	2	0	7.3000e-02	3	5	8	High
NCAPG	ENST00000251496	0	0	19	0	6	0	6.0600e-01	NA	0	6	Moderate
FAM155B	ENST00000252338	0	0	3	0	0	0	4.7900e-01	NA	0	2	Low
UTP11L	ENST00000373014	0	0	8	0	3	0	1.1770e+00	NA	0	6	Moderate
TIFA	ENST00000361717	0	0	27	0	8	0	1.1500e+00	NA	0	6	Moderate
LRRD1	ENST00000458448	1	0	27	5	3	5	8.8300e-01	NA	0	6	Moderate
MCIDAS	ENST00000513312	0	0	18	0	12	0	8.6500e-01	NA	0	6	Moderate
FDPS	ENST00000356657	1	0	28	8	5	8	6.2800e-01	NA	0	6	Moderate
DUSP9	ENST00000342782	0	0	29	0	11	0	5.2900e-01	NA	0	6	Moderate
ZNF658	ENST00000602553	1	0	32	5	10	0	1.9000e+00	NA	0	5	Low
SLC17A8	ENST00000323346	2	0	48	13	3	5	6.0800e-01	NA	0	6	Moderate
FAM160A1	ENST00000435205	4	0	76	53	4	0	6.2100e-01	NA	0	6	Moderate
OR51G1	ENST00000321961	0	0	12	0	2	0	1.5200e+00	NA	0	6	Moderate
OLFML1	ENST00000329293	0	0	57	24	7	0	1.2330e+00	NA	0	6	Moderate
ATP10B	ENST00000327245	5	0	118	48	2	8	1.0250e+00	NA	0	6	Moderate
ANO6	ENST00000423947	1	0	16	8	2	8	1.1410e+00	NA	0	6	Moderate
NPAS3	ENST00000356141	0	0	0	0	0	0	2.1100e-01	NA	0	0	Unknown
PRKCA	ENST00000413366	0	0	4	0	4	0	3.9500e-01	NA	0	6	Moderate
GGA2	ENST00000309859	0	0	8	0	5	0	7.4900e-01	NA	0	6	Moderate
LCE4A	ENST00000368777	1	3	44	8	10	8	NA	NA	0	3	Low
SPANXN3	ENST00000370503	0	0	10	0	7	0	1.7460e+00	NA	0	5	Low
EVPLL	ENST00000399134	1	0	45	29	7	0	1.4820e+00	NA	0	6	Moderate
CCDC115	ENST00000259229	1	1	22	0	3	0	1.7800e+00	NA	0	3	Low
SDCCAG3	ENST00000357365	1	0	8	8	5	8	1.3540e+00	NA	0	6	Moderate
TTC1	ENST00000231238	0	0	17	0	6	0	1.1130e+00	NA	0	6	Moderate
GLIPR1L1	ENST00000312442	0	0	4	0	2	0	1.4500e+00	NA	0	6	Moderate
MAD2L2	ENST00000235310	5	0	84	45	3	0	7.1700e-01	NA	0	6	Moderate
KHDC1	ENST00000370384	2	0	56	13	8	8	1.7850e+00	NA	0	5	Low
HIPK1	ENST00000369558	1	0	17	8	1	8	1.2100e-01	NA	0	7	High
LRRC3B	ENST00000396641	3	1	76	24	9	8	8.6300e-01	NA	0	3	Low
MISP	ENST00000215582	0	0	15	0	9	0	1.2920e+00	NA	0	6	Moderate
CLN3	ENST00000569430	7	0	82	60	2	0	9.0600e-01	30	0	8	High
KRTAP19-3	ENST00000334063	0	0	0	0	0	0	NA	NA	0	0	Unknown
C17orf47	ENST00000321691	0	0	27	0	12	0	8.2800e-01	NA	0	6	Moderate
FMN2	ENST00000319653	2	0	13	16	3	8	2.7400e-01	NA	0	8	High
WAPAL	ENST00000298767	2	1	45	16	12	8	1.1200e-01	NA	0	3	Low
TUBB1	ENST00000217133	1	0	43	8	4	0	1.3520e+00	NA	0	6	Moderate
SCN5A	ENST00000413689	1	1	14	8	5	0	3.0800e-01	2	23	3	Low
SMYD1	ENST00000419482	2	0	14	13	2	0	9.7200e-01	NA	0	6	Moderate
KAT6B	ENST00000287239	4	1	66	41	6	0	1.2800e-01	1	0	3	Low
BEX5	ENST00000543160	3	0	43	21	8	8	1.9430e+00	NA	0	5	Low
SEC22A	ENST00000309934	9	0	129	76	2	0	1.1950e+00	NA	0	6	Moderate
GRIA2	ENST00000296526	2	0	50	13	17	5	2.4700e-01	NA	0	7	High
KIAA0825	ENST00000329378	0	0	35	0	2	0	1.5260e+00	NA	0	6	Moderate
NUSAP1	ENST00000559596	0	0	15	0	7	0	5.9600e-01	NA	0	6	Moderate
LANCL1	ENST00000443314	1	1	37	8	16	8	1.2300e+00	NA	0	3	Low
C15orf40	ENST00000451195	0	0	0	0	0	0	9.5600e-01	NA	0	0	Unknown
ZNF645	ENST00000323684	0	1	6	0	1	0	NA	NA	0	3	Low
GPR61	ENST00000527748	7	1	99	53	15	8	4.5900e-01	NA	0	3	Low
NLRP14	ENST00000299481	1	1	46	8	15	0	1.5250e+00	NA	0	3	Low
SNX21	ENST00000491381	0	1	4	8	2	8	1.4470e+00	NA	0	3	Low
MAGEB17	ENST00000400004	0	0	49	8	9	0	NA	NA	0	6	Moderate
C1QTNF8	ENST00000328449	1	0	45	16	11	8	1.9720e+00	NA	0	5	Low
IFNA8	ENST00000380205	0	0	2	0	2	0	NA	NA	0	6	Moderate
SPRR1B	ENST00000307098	0	0	7	0	5	0	1.9300e+00	NA	0	5	Low
SNX17	ENST00000233575	2	0	21	16	2	16	5.7900e-01	NA	0	6	Moderate
FLRT1	ENST00000246841	6	0	148	50	19	0	5.8700e-01	NA	0	6	Moderate
ASB2	ENST00000555019	3	0	67	32	8	0	1.2180e+00	NA	0	6	Moderate
HBG1	ENST00000330597	0	0	0	0	0	0	1.1330e+00	NA	0	1	Unknown
RPRML	ENST00000322329	0	0	12	0	1	0	1.5070e+00	NA	0	6	Moderate
JOSD2	ENST00000598418	0	1	22	0	11	0	1.6420e+00	NA	0	3	Low
SPOCD1	ENST00000360482	0	0	20	0	9	0	8.0600e-01	NA	0	6	Moderate
GHRH	ENST00000373614	0	0	17	0	4	0	1.0570e+00	NA	0	6	Moderate
SMCR8	ENST00000406438	0	0	58	8	4	0	6.5400e-01	NA	0	6	Moderate
IL11RA	ENST00000555003	6	1	206	74	25	0	1.5380e+00	NA	0	3	Low
RPS6KB1	ENST00000225577	0	0	1	0	0	0	3.1700e-01	NA	0	2	Low
GDF3	ENST00000329913	0	0	4	0	1	0	1.3110e+00	NA	0	6	Moderate
DNAJC19	ENST00000382564	0	1	26	0	7	0	1.3080e+00	NA	0	3	Low
TOP1	ENST00000361337	0	0	13	8	6	0	5.9000e-02	NA	0	7	High
RNF169	ENST00000299563	0	0	0	0	0	0	5.5000e-01	NA	0	1	Unknown
AL450307.1	ENST00000341866	6	1	82	64	10	16	1.6910e+00	NA	0	3	Low
CRCT1	ENST00000368790	0	0	10	0	4	0	1.9540e+00	NA	0	5	Low
MPST	ENST00000397129	0	0	16	0	13	0	1.3440e+00	NA	0	6	Moderate
DPM2	ENST00000314392	4	2	73	40	15	16	1.1240e+00	NA	0	3	Low
SLC18A1	ENST00000440926	4	0	62	40	7	0	1.5920e+00	NA	0	5	Low
FARP1	ENST00000319562	1	0	13	5	5	0	5.0900e-01	NA	0	6	Moderate
DPY30	ENST00000342166	0	0	19	0	10	0	9.7800e-01	NA	0	6	Moderate
PAX7	ENST00000375375	0	0	77	0	16	0	5.5800e-01	NA	0	6	Moderate
AP000295.9	ENST00000433395	0	0	0	0	0	0	9.7800e-01	NA	0	0	Unknown
TUBD1	ENST00000325752	3	2	33	18	11	0	9.2000e-01	NA	0	3	Low
GNL3	ENST00000418458	0	0	23	0	4	0	1.2660e+00	NA	0	6	Moderate
ATF6B	ENST00000375203	0	0	3	0	3	0	7.0000e-01	NA	0	6	Moderate
BTG2	ENST00000290551	0	0	5	0	3	0	1.5060e+00	NA	0	6	Moderate
NDUFS6	ENST00000274137	0	0	0	0	0	0	1.2970e+00	30	0	1	Unknown
ERAL1	ENST00000254928	0	0	8	0	6	0	1.0240e+00	NA	0	6	Moderate
ECHS1	ENST00000368547	0	0	29	0	11	0	9.5600e-01	NA	0	6	Moderate
VPS4A	ENST00000254950	0	1	7	0	1	0	3.4700e-01	NA	0	3	Low
CYP11A1	ENST00000268053	1	0	25	8	5	0	8.8100e-01	NA	0	6	Moderate
ABCC6	ENST00000205557	0	0	5	0	4	0	1.0260e+00	NA	3	7	High
PBX4	ENST00000251203	1	0	32	8	9	0	1.0320e+00	NA	0	6	Moderate
NCF4	ENST00000397147	0	0	28	0	10	0	1.1980e+00	30	0	6	Moderate
NAGPA	ENST00000312251	0	0	1	0	0	0	1.3180e+00	NA	0	2	Low
OTOP2	ENST00000331427	0	0	5	0	1	0	1.4040e+00	NA	0	6	Moderate
MTHFD2L	ENST00000395759	0	0	0	0	0	0	1.1550e+00	NA	0	1	Unknown
ACOT12	ENST00000307624	0	0	2	0	1	0	1.0870e+00	NA	0	6	Moderate
SLC35G3	ENST00000297307	0	1	12	8	7	0	NA	NA	0	3	Low
RAB1B	ENST00000311481	0	0	14	0	12	0	4.1600e-01	NA	0	6	Moderate
NTRK1	ENST00000524377	0	0	4	0	2	0	6.5800e-01	NA	0	8	High
MSL1	ENST00000579565	1	0	0	0	0	0	1.5100e-01	NA	0	1	Unknown
OR13C2	ENST00000542196	1	0	2	5	1	5	1.6380e+00	NA	0	5	Low
SLC6A11	ENST00000254488	0	0	3	0	2	0	6.4000e-01	NA	0	6	Moderate
SCAF8	ENST00000367178	1	0	33	16	6	8	9.6000e-02	NA	0	7	High
AL049840.1	ENST00000429169	1	0	13	5	1	5	NA	NA	0	6	Moderate
NAP1L2	ENST00000373517	0	0	41	0	10	0	5.0600e-01	NA	0	6	Moderate
CNGB1	ENST00000251102	0	0	12	0	9	0	1.1530e+00	30	0	6	Moderate
EPB41L4B	ENST00000374566	0	0	24	0	14	0	2.3700e-01	NA	0	7	High
FAM134B	ENST00000306320	0	0	5	0	1	0	8.6300e-01	30	0	6	Moderate
CPXM2	ENST00000241305	0	0	13	0	6	0	9.4600e-01	NA	0	6	Moderate
HS3ST3A1	ENST00000284110	4	0	78	29	3	16	1.1360e+00	NA	0	6	Moderate
SIRPB2	ENST00000359801	0	1	3	0	1	0	1.1230e+00	NA	0	3	Low
CHORDC1	ENST00000320585	0	0	47	0	13	0	3.7500e-01	NA	0	6	Moderate
TRIB3	ENST00000217233	1	0	59	24	9	0	1.8880e+00	NA	0	5	Low
SLC2A5	ENST00000377424	2	0	29	13	6	13	1.1910e+00	NA	0	6	Moderate
C2orf49	ENST00000258457	0	1	13	0	6	0	1.0620e+00	NA	0	3	Low
DDX5	ENST00000225792	2	0	49	24	4	0	9.8000e-02	NA	0	7	High
OR5L1	ENST00000333973	1	0	12	5	4	5	NA	NA	0	6	Moderate
C4orf22	ENST00000508675	0	0	0	0	0	0	1.6420e+00	NA	0	0	Unknown
ANAPC4	ENST00000315368	0	0	17	0	10	0	4.6100e-01	NA	0	6	Moderate
ZSWIM1	ENST00000372523	2	0	13	16	4	16	1.6490e+00	NA	0	5	Low
TMX4	ENST00000246024	0	0	20	0	9	0	6.8300e-01	NA	0	4	Low
NUTM2B	ENST00000429828	3	0	0	0	0	0	1.4720e+00	NA	0	1	Unknown
ERV3-1	ENST00000394323	4	0	73	48	10	0	NA	NA	0	6	Moderate
KCNK3	ENST00000302909	0	1	2	0	0	0	4.0100e-01	NA	0	2	Low
AQP9	ENST00000219919	1	0	58	5	4	0	6.6100e-01	NA	0	6	Moderate
CAPNS2	ENST00000457326	0	0	14	5	2	0	1.3610e+00	NA	0	6	Moderate
SLC15A2	ENST00000489711	2	0	52	13	2	0	1.0530e+00	NA	0	6	Moderate
MREG	ENST00000263268	0	1	27	5	14	0	1.4910e+00	NA	0	3	Low
MMS22L	ENST00000275053	2	0	32	13	5	5	4.3800e-01	NA	0	6	Moderate
OR9I1	ENST00000302610	0	0	0	0	0	0	9.8300e-01	NA	0	0	Unknown
PDLIM2	ENST00000308354	0	0	4	0	2	0	8.3600e-01	NA	0	6	Moderate
ADAM7	ENST00000175238	0	0	13	0	8	0	1.0310e+00	NA	0	6	Moderate
GSTCD	ENST00000515279	0	0	30	0	10	0	8.1100e-01	NA	0	6	Moderate
RP11-362K2.2	ENST00000546977	11	0	111	84	3	0	1.7460e+00	NA	0	5	Low
SLC12A8	ENST00000393469	0	0	7	0	3	0	1.2250e+00	NA	0	6	Moderate
TMEM174	ENST00000296776	0	0	7	0	6	0	9.7900e-01	NA	0	6	Moderate
LRRN1	ENST00000319331	0	0	85	18	5	5	3.2000e-01	NA	0	7	High
IGSF3	ENST00000369483	5	0	109	45	13	8	3.6800e-01	NA	0	7	High
SRPK1	ENST00000373825	0	0	25	0	6	0	5.9800e-01	NA	0	6	Moderate
LY6K	ENST00000292430	0	1	25	0	7	0	1.6340e+00	NA	0	3	Low
PTCD3	ENST00000254630	0	1	8	0	4	0	1.0810e+00	NA	0	3	Low
NFIA	ENST00000371189	1	0	12	8	7	0	2.0200e-01	3	0	8	High
LEP	ENST00000308868	0	0	9	0	6	0	8.3200e-01	NA	0	6	Moderate
TP53AIP1	ENST00000531399	0	0	23	8	6	0	1.9480e+00	NA	0	5	Low
MAPKAPK2	ENST00000367103	0	0	9	0	6	0	1.3400e-01	NA	0	7	High
UFSP1	ENST00000388761	0	0	59	0	23	0	1.8640e+00	NA	0	5	Low
NMNAT1	ENST00000377205	1	0	14	8	4	8	8.7700e-01	NA	0	8	High
LHFPL2	ENST00000380345	2	0	67	23	1	0	1.0410e+00	NA	0	6	Moderate
C9orf43	ENST00000288462	4	0	58	29	3	5	1.0550e+00	NA	0	6	Moderate
DIP2A	ENST00000417564	0	0	2	0	1	0	3.5400e-01	NA	0	7	High
ACTR8	ENST00000335754	0	0	14	0	6	0	9.8800e-01	NA	0	6	Moderate
CCDC34	ENST00000328697	3	1	97	22	20	0	1.0230e+00	NA	0	3	Low
PTPN22	ENST00000359785	2	1	12	16	3	16	1.0890e+00	NA	0	3	Low
ITGA3	ENST00000007722	0	0	0	0	0	0	5.3400e-01	30	0	0	Unknown
FAM129C	ENST00000335393	1	0	23	8	14	0	1.1080e+00	NA	0	6	Moderate
RABGGTA	ENST00000399409	1	0	50	16	4	0	8.1600e-01	NA	0	6	Moderate
UNC45B	ENST00000268876	0	0	18	0	6	0	9.0900e-01	NA	0	6	Moderate
KIAA1033	ENST00000332180	0	0	16	0	12	0	4.5000e-01	NA	0	6	Moderate
ZNF510	ENST00000375231	3	1	81	32	13	16	9.4700e-01	NA	0	3	Low
SLC26A10	ENST00000320442	1	0	43	16	0	0	1.3730e+00	NA	0	2	Low
CYP2D6	ENST00000360608	0	0	25	0	13	0	1.9440e+00	NA	0	5	Low
STX8	ENST00000306357	1	0	56	8	7	8	1.2520e+00	NA	0	6	Moderate
WDR89	ENST00000394942	0	0	10	0	4	0	1.1890e+00	NA	0	6	Moderate
LUZP1	ENST00000302291	3	0	104	45	4	8	4.0200e-01	NA	0	6	Moderate
EIF4G3	ENST00000602326	0	2	55	13	21	0	1.1200e-01	NA	0	3	Low
C5AR1	ENST00000355085	0	0	1	0	0	0	1.6980e+00	NA	0	2	Low
ZNF623	ENST00000501748	1	0	15	8	2	0	1.1530e+00	NA	0	6	Moderate
A2M	ENST00000318602	3	0	39	29	6	16	5.4400e-01	NA	0	6	Moderate
PHLDB3	ENST00000292140	1	0	39	16	16	8	1.2360e+00	NA	0	6	Moderate
CDK20	ENST00000325303	0	0	42	13	13	0	1.6490e+00	NA	0	5	Low
TRIQK	ENST00000521988	1	0	47	5	10	0	1.7590e+00	NA	0	5	Low
TGM7	ENST00000452443	0	0	0	0	0	0	1.1800e+00	NA	0	1	Unknown
GRPEL1	ENST00000264954	1	0	32	5	5	0	7.7800e-01	NA	0	6	Moderate
LMNB2	ENST00000325327	0	0	4	0	4	0	1.0400e-01	NA	0	7	High
ROCK2	ENST00000315872	1	0	38	8	7	0	2.1500e-01	NA	0	7	High
SNX16	ENST00000396330	5	0	79	36	7	5	1.6240e+00	NA	0	5	Low
ANXA3	ENST00000264908	1	0	49	8	10	0	1.2640e+00	NA	0	6	Moderate
CCDC66	ENST00000394672	0	0	9	0	8	0	1.2150e+00	NA	0	6	Moderate
EED	ENST00000263360	3	0	108	21	26	0	1.8700e-01	NA	0	7	High
RNF32	ENST00000405335	4	1	61	29	15	5	1.5410e+00	NA	0	3	Low
ATL2	ENST00000378954	0	0	0	0	0	0	5.0200e-01	NA	0	1	Unknown
HES1	ENST00000232424	0	0	29	0	4	0	5.6800e-01	NA	0	6	Moderate
TXNDC8	ENST00000374510	0	0	2	0	0	0	1.3240e+00	NA	0	2	Low
CLC	ENST00000221804	0	0	9	0	6	0	1.7460e+00	NA	0	5	Low
ISL1	ENST00000230658	2	0	60	16	15	0	4.0800e-01	NA	0	6	Moderate
MANEA	ENST00000358812	0	1	11	5	3	5	8.6500e-01	NA	0	3	Low
GRK1	ENST00000335678	1	0	32	8	9	8	8.1600e-01	NA	0	6	Moderate
C1orf61	ENST00000368243	1	1	4	5	4	5	1.8530e+00	NA	0	3	Low
KRTAP10-4	ENST00000400374	0	0	1	0	1	0	1.7370e+00	NA	0	5	Low
OR2J1	ENST00000377171	3	2	53	36	11	8	1.4150e+00	NA	0	3	Low
RAPGEF6	ENST00000296859	0	0	11	5	9	0	2.7900e-01	NA	0	7	High
NEIL1	ENST00000564784	3	2	84	24	19	16	1.0100e+00	NA	0	3	Low
KIAA0020	ENST00000397885	0	1	29	0	11	0	1.3760e+00	NA	0	3	Low
C16orf45	ENST00000300006	1	0	31	10	11	5	7.8200e-01	NA	0	6	Moderate
RBM10	ENST00000377604	3	0	97	24	11	8	1.1000e-01	NA	0	8	High
DNAH17	ENST00000389840	0	0	21	0	11	0	7.5000e-01	NA	0	6	Moderate
C19orf10	ENST00000262947	0	0	3	0	1	0	1.5070e+00	NA	0	6	Moderate
MFF	ENST00000353339	2	0	58	22	6	0	5.6700e-01	NA	0	6	Moderate
